"Date","Price","Open","High","Low","Vol.","Change %"
"01/02/2014","896.03","876.54","900.42","874.16","","2.23%"
"01/01/2014","876.45","876.51","877.52","875.87","","0.02%"
"12/31/2013","876.24","866.95","881.63","859.36","","1.07%"
"12/30/2013","866.93","881.87","884.79","866.34","","-1.87%"
"12/27/2013","883.46","884.34","885.50","872.58","","-0.09%"
"12/26/2013","884.26","880.70","888.84","878.72","","0.46%"
"12/25/2013","880.22","880.69","882.21","878.85","","0.08%"
"12/24/2013","879.54","875.32","881.58","874.11","","0.56%"
"12/23/2013","874.65","880.19","881.93","872.05","","-0.44%"
"12/20/2013","878.53","871.11","883.11","867.51","","0.95%"
"12/19/2013","870.26","890.11","897.15","869.56","","-2.20%"
"12/18/2013","889.83","893.52","904.70","887.74","","-0.42%"
"12/17/2013","893.59","901.32","906.35","891.75","","-0.82%"
"12/16/2013","900.99","897.11","910.10","890.88","","0.07%"
"12/13/2013","900.37","889.78","902.12","863.92","","0.97%"
"12/12/2013","891.69","907.95","911.96","889.81","","-1.87%"
"12/11/2013","908.72","916.09","917.95","907.30","","-0.86%"
"12/10/2013","916.64","903.30","920.60","899.97","","1.52%"
"12/09/2013","902.88","896.64","905.07","894.03","","0.74%"
"12/06/2013","896.28","896.17","909.38","887.49","","-0.01%"
"12/05/2013","896.39","914.93","915.37","891.76","","-1.97%"
"12/04/2013","914.40","900.70","919.83","891.62","","1.67%"
"12/03/2013","899.42","901.04","905.20","895.06","","-0.06%"
"12/02/2013","900.00","921.83","921.97","899.35","","-2.34%"
"11/29/2013","921.53","914.48","923.08","911.27","","0.83%"
"11/28/2013","913.90","911.29","916.04","909.90","","0.22%"
"11/27/2013","911.93","916.08","922.69","910.89","","-0.35%"
"11/26/2013","915.16","926.62","929.60","914.44","","-0.95%"
"11/25/2013","923.94","917.57","927.06","907.73","","0.79%"
"11/22/2013","916.74","922.13","925.36","916.53","","-0.52%"
"11/21/2013","921.56","925.17","930.91","919.58","","-0.48%"
"11/20/2013","926.04","941.95","942.73","924.66","","-1.64%"
"11/19/2013","941.47","943.48","946.91","939.94","","-0.14%"
"11/18/2013","942.80","956.21","956.79","940.59","","-1.22%"
"11/15/2013","954.43","956.25","959.65","952.35","","-0.14%"
"11/14/2013","955.76","948.20","961.21","947.83","","1.03%"
"11/13/2013","946.01","943.73","953.06","941.90","","0.20%"
"11/12/2013","944.08","956.95","958.63","939.36","","-1.28%"
"11/11/2013","956.34","965.11","965.60","955.65","","-0.77%"
"11/08/2013","963.73","975.03","978.84","960.48","","-1.03%"
"11/07/2013","973.76","975.56","991.92","971.11","","-0.09%"
"11/06/2013","974.67","973.25","977.90","970.57","","0.19%"
"11/05/2013","972.85","972.77","977.68","970.69","","0.02%"
"11/04/2013","972.62","974.99","978.80","971.48","","-0.20%"
"11/01/2013","974.60","974.50","979.82","967.95","","0.09%"
"10/31/2013","973.71","977.51","978.79","969.48","","-0.32%"
"10/30/2013","976.85","977.85","987.47","973.08","","-0.12%"
"10/29/2013","978.00","980.85","987.30","972.96","","-0.27%"
"10/28/2013","980.66","979.65","987.95","975.31","","0.16%"
"10/25/2013","979.10","976.27","981.98","968.72","","0.35%"
"10/24/2013","975.69","967.02","979.36","965.61","","0.87%"
"10/23/2013","967.30","973.21","974.14","965.81","","-0.50%"
"10/22/2013","972.20","962.19","976.06","958.77","","1.08%"
"10/21/2013","961.79","961.81","968.03","959.55","","0.04%"
"10/18/2013","961.45","965.33","968.54","958.04","","-0.34%"
"10/17/2013","964.74","947.09","969.46","939.79","","1.83%"
"10/16/2013","947.42","946.71","952.48","938.65","","0.13%"
"10/15/2013","946.15","939.02","952.66","926.93","","0.84%"
"10/14/2013","938.29","938.83","950.68","935.81","","-0.15%"
"10/11/2013","939.69","951.47","956.23","930.98","","-1.14%"
"10/10/2013","950.51","966.69","969.33","948.43","","-1.54%"
"10/09/2013","965.41","971.71","977.30","958.25","","-0.60%"
"10/08/2013","971.19","973.59","978.77","969.50","","-0.25%"
"10/07/2013","973.60","966.54","979.15","964.08","","0.71%"
"10/04/2013","966.73","966.97","974.04","960.93","","0.06%"
"10/03/2013","966.19","968.45","969.84","957.78","","-0.25%"
"10/02/2013","968.63","951.31","974.06","946.31","","1.89%"
"10/01/2013","950.69","981.73","986.11","948.46","","-3.10%"
"09/30/2013","981.11","990.37","996.36","977.09","","-0.67%"
"09/27/2013","987.73","981.43","992.47","978.41","","0.69%"
"09/26/2013","980.98","986.10","991.47","978.48","","-0.44%"
"09/25/2013","985.32","982.26","989.70","975.37","","0.37%"
"09/24/2013","981.64","979.88","985.24","969.59","","0.25%"
"09/23/2013","979.17","979.52","985.91","971.03","","-0.04%"
"09/20/2013","979.59","1,008.65","1,011.50","979.45","","-2.83%"
"09/19/2013","1,008.08","1,010.18","1,016.74","1,003.88","","-0.14%"
"09/18/2013","1,009.47","980.50","1,012.81","967.74","","3.04%"
"09/17/2013","979.67","985.27","991.68","978.12","","-0.50%"
"09/16/2013","984.55","992.49","998.58","978.08","","-1.30%"
"09/13/2013","997.49","993.35","1,001.42","981.90","","0.43%"
"09/12/2013","993.19","1,026.67","1,027.28","992.86","","-3.17%"
"09/11/2013","1,025.72","1,028.53","1,032.34","1,022.77","","-0.13%"
"09/10/2013","1,027.03","1,046.93","1,049.51","1,023.90","","-1.79%"
"09/09/2013","1,045.71","1,056.34","1,057.49","1,043.81","","-0.91%"
"09/06/2013","1,055.29","1,042.76","1,058.75","1,039.49","","1.30%"
"09/05/2013","1,041.73","1,053.85","1,059.22","1,040.46","","-1.07%"
"09/04/2013","1,053.03","1,072.88","1,074.96","1,048.26","","-1.76%"
"09/03/2013","1,071.92","1,056.99","1,075.35","1,051.16","","1.44%"
"09/02/2013","1,056.68","1,056.33","1,058.31","1,045.07","","0.11%"
"08/30/2013","1,055.50","1,063.76","1,065.79","1,051.69","","-0.64%"
"08/29/2013","1,062.26","1,063.30","1,068.95","1,055.19","","0.05%"
"08/28/2013","1,061.68","1,058.03","1,071.99","1,056.14","","0.47%"
"08/27/2013","1,056.75","1,050.59","1,066.34","1,043.83","","0.63%"
"08/26/2013","1,050.10","1,043.49","1,051.36","1,039.29","","0.62%"
"08/23/2013","1,043.59","1,030.22","1,046.57","1,025.43","","1.36%"
"08/22/2013","1,029.54","1,022.91","1,035.38","1,015.91","","0.63%"
"08/21/2013","1,023.05","1,021.73","1,031.05","1,015.37","","0.16%"
"08/20/2013","1,021.38","1,024.36","1,027.28","1,013.89","","-0.23%"
"08/19/2013","1,023.75","1,031.55","1,037.99","1,020.71","","-0.81%"
"08/16/2013","1,032.10","1,023.26","1,035.09","1,018.29","","0.88%"
"08/15/2013","1,023.11","1,007.02","1,031.32","996.58","","1.58%"
"08/14/2013","1,007.20","996.50","1,008.91","992.55","","1.15%"
"08/13/2013","995.76","1,004.96","1,008.04","995.46","","-0.88%"
"08/12/2013","1,004.58","986.46","1,011.10","985.64","","2.02%"
"08/09/2013","984.71","980.50","986.93","975.42","","0.46%"
"08/08/2013","980.23","965.62","982.09","961.67","","1.56%"
"08/07/2013","965.17","963.47","967.46","957.59","","0.21%"
"08/06/2013","963.13","983.23","985.59","962.55","","-1.98%"
"08/05/2013","982.61","987.83","993.90","979.36","","-0.47%"
"08/02/2013","987.28","990.58","993.67","970.92","","-0.31%"
"08/01/2013","990.38","994.82","1,004.45","989.73","","-0.34%"
"07/31/2013","993.72","1,000.71","1,009.66","983.17","","-0.64%"
"07/30/2013","1,000.08","1,001.06","1,003.54","992.44","","-0.05%"
"07/29/2013","1,000.60","1,005.48","1,007.90","997.14","","-0.33%"
"07/26/2013","1,003.91","1,004.49","1,009.27","989.30","","-0.04%"
"07/25/2013","1,004.29","1,000.99","1,006.69","993.59","","0.33%"
"07/24/2013","1,000.98","1,019.67","1,019.78","996.40","","-1.71%"
"07/23/2013","1,018.44","1,013.04","1,019.55","1,006.94","","0.64%"
"07/22/2013","1,012.01","986.76","1,014.81","986.53","","2.65%"
"07/19/2013","985.88","980.02","988.83","978.75","","0.74%"
"07/18/2013","978.68","972.19","984.78","971.22","","0.76%"
"07/17/2013","971.27","982.37","990.10","970.51","","-1.06%"
"07/16/2013","981.68","981.86","987.02","977.09","","-0.02%"
"07/15/2013","981.84","983.24","991.38","979.11","","-0.08%"
"07/12/2013","982.62","981.56","984.68","972.79","","0.12%"
"07/11/2013","981.48","971.68","989.75","970.03","","0.87%"
"07/10/2013","973.03","977.48","982.59","968.48","","-0.47%"
"07/09/2013","977.62","961.49","979.71","958.75","","1.80%"
"07/08/2013","960.36","955.32","963.85","948.03","","0.74%"
"07/05/2013","953.33","968.24","969.75","941.08","","-1.44%"
"07/04/2013","967.24","962.61","971.25","958.66","","0.48%"
"07/03/2013","962.60","957.35","972.07","954.68","","0.60%"
"07/02/2013","956.86","959.39","970.71","953.59","","-0.20%"
"07/01/2013","958.82","949.17","966.09","942.25","","1.17%"
"06/28/2013","947.69","920.81","949.88","906.20","","3.00%"
"06/27/2013","920.08","942.70","955.63","918.68","","-2.14%"
"06/26/2013","940.22","976.31","977.90","939.07","","-3.63%"
"06/25/2013","975.65","976.84","982.19","971.42","","-0.14%"
"06/24/2013","977.04","990.38","993.33","974.36","","-1.15%"
"06/21/2013","988.38","966.66","990.19","960.22","","2.32%"
"06/20/2013","965.96","1,016.63","1,017.00","965.66","","-4.94%"
"06/19/2013","1,016.17","1,021.65","1,028.21","1,015.26","","-0.46%"
"06/18/2013","1,020.89","1,036.26","1,037.55","1,016.01","","-1.43%"
"06/17/2013","1,035.65","1,041.76","1,044.97","1,034.37","","-0.56%"
"06/14/2013","1,041.50","1,036.49","1,045.34","1,034.99","","0.47%"
"06/13/2013","1,036.64","1,040.97","1,044.48","1,031.07","","-0.37%"
"06/12/2013","1,040.53","1,036.32","1,045.70","1,031.80","","0.56%"
"06/11/2013","1,034.77","1,046.37","1,046.86","1,028.95","","-1.05%"
"06/10/2013","1,045.71","1,048.55","1,051.28","1,041.78","","-0.11%"
"06/07/2013","1,046.82","1,067.63","1,070.80","1,042.68","","-1.87%"
"06/06/2013","1,066.77","1,071.76","1,073.53","1,060.72","","-0.35%"
"06/05/2013","1,070.47","1,069.77","1,077.78","1,067.05","","0.10%"
"06/04/2013","1,069.40","1,079.82","1,082.62","1,063.94","","-0.86%"
"06/03/2013","1,078.64","1,067.72","1,081.72","1,066.86","","1.15%"
"05/31/2013","1,066.38","1,083.46","1,090.19","1,064.90","","-1.54%"
"05/30/2013","1,083.03","1,076.09","1,089.05","1,072.64","","0.69%"
"05/29/2013","1,075.57","1,074.34","1,081.51","1,068.16","","0.20%"
"05/28/2013","1,073.40","1,078.47","1,087.61","1,064.23","","-0.42%"
"05/27/2013","1,077.91","1,071.81","1,080.19","1,069.96","","0.63%"
"05/24/2013","1,071.16","1,071.76","1,071.76","1,071.76","","-0.38%"
"05/23/2013","1,075.23","1,065.35","1,082.90","1,057.82","","1.01%"
"05/22/2013","1,064.44","1,066.40","1,089.20","1,053.69","","-0.10%"
"05/21/2013","1,065.49","1,081.76","1,087.18","1,057.28","","-1.48%"
"05/20/2013","1,081.52","1,057.91","1,085.68","1,043.35","","2.15%"
"05/17/2013","1,058.75","1,075.86","1,081.20","1,056.72","","-1.59%"
"05/16/2013","1,075.88","1,081.65","1,086.14","1,065.21","","-0.41%"
"05/15/2013","1,080.32","1,102.78","1,106.09","1,078.84","","-1.98%"
"05/14/2013","1,102.12","1,101.99","1,110.29","1,096.55","","0.00%"
"05/13/2013","1,102.16","1,115.87","1,116.67","1,099.72","","-1.05%"
"05/10/2013","1,113.89","1,118.21","1,122.11","1,095.44","","-0.32%"
"05/09/2013","1,117.50","1,119.36","1,123.22","1,113.13","","-0.20%"
"05/08/2013","1,119.74","1,110.81","1,121.13","1,103.97","","0.86%"
"05/07/2013","1,110.19","1,123.94","1,125.21","1,101.05","","-1.23%"
"05/06/2013","1,124.00","1,121.09","1,127.79","1,118.37","","0.29%"
"05/03/2013","1,120.79","1,123.14","1,134.11","1,113.74","","-0.18%"
"05/02/2013","1,122.85","1,105.53","1,127.56","1,099.32","","1.59%"
"05/01/2013","1,105.33","1,121.95","1,122.73","1,091.74","","-1.39%"
"04/30/2013","1,120.96","1,127.60","1,131.21","1,110.95","","-0.52%"
"04/29/2013","1,126.78","1,119.82","1,129.82","1,118.17","","0.42%"
"04/26/2013","1,122.07","1,128.12","1,140.51","1,111.61","","-0.50%"
"04/25/2013","1,127.73","1,099.82","1,129.35","1,095.57","","2.60%"
"04/24/2013","1,099.13","1,086.94","1,103.37","1,086.01","","1.18%"
"04/23/2013","1,086.33","1,091.87","1,098.33","1,079.76","","-0.47%"
"04/22/2013","1,091.42","1,074.82","1,103.29","1,074.31","","1.49%"
"04/19/2013","1,075.42","1,065.76","1,090.67","1,061.98","","0.92%"
"04/18/2013","1,065.63","1,056.30","1,075.23","1,029.03","","0.89%"
"04/17/2013","1,056.22","1,038.42","1,067.61","1,036.10","","1.74%"
"04/16/2013","1,038.12","1,037.49","1,067.32","1,013.02","","0.17%"
"04/15/2013","1,036.32","1,127.73","1,141.91","1,025.38","","-8.10%"
"04/12/2013","1,127.65","1,191.19","1,193.72","1,127.13","","-5.30%"
"04/11/2013","1,190.81","1,192.94","1,196.43","1,185.62","","-0.11%"
"04/10/2013","1,192.13","1,211.84","1,214.86","1,190.35","","-1.57%"
"04/09/2013","1,211.20","1,208.91","1,218.38","1,202.49","","0.28%"
"04/08/2013","1,207.78","1,217.35","1,218.66","1,205.31","","-0.77%"
"04/05/2013","1,217.19","1,201.24","1,218.56","1,195.96","","1.36%"
"04/04/2013","1,200.80","1,212.72","1,218.15","1,200.17","","-0.97%"
"04/03/2013","1,212.51","1,228.69","1,231.70","1,206.79","","-1.35%"
"04/02/2013","1,229.11","1,244.47","1,247.14","1,227.16","","-1.23%"
"04/01/2013","1,244.38","1,251.96","1,252.79","1,241.12","","-0.11%"
"03/29/2013","1,245.80","1,245.90","1,252.94","1,242.89","","0.05%"
"03/28/2013","1,245.16","1,256.38","1,258.93","1,242.71","","-0.85%"
"03/27/2013","1,255.78","1,243.69","1,260.67","1,239.68","","0.96%"
"03/26/2013","1,243.78","1,249.39","1,250.59","1,239.22","","-0.37%"
"03/25/2013","1,248.46","1,240.14","1,252.95","1,227.10","","0.87%"
"03/22/2013","1,237.71","1,252.09","1,253.52","1,235.64","","-1.08%"
"03/21/2013","1,251.22","1,241.55","1,254.47","1,240.03","","0.81%"
"03/20/2013","1,241.22","1,254.15","1,255.07","1,236.39","","-0.86%"
"03/19/2013","1,251.98","1,237.98","1,257.00","1,236.07","","1.09%"
"03/18/2013","1,238.48","1,232.69","1,246.78","1,232.60","","1.77%"
"03/15/2013","1,216.91","1,222.98","1,224.79","1,215.51","","-0.44%"
"03/14/2013","1,222.30","1,225.24","1,228.28","1,219.80","","-0.21%"
"03/13/2013","1,224.86","1,222.47","1,234.62","1,218.56","","0.23%"
"03/12/2013","1,222.09","1,212.20","1,228.16","1,211.69","","0.86%"
"03/11/2013","1,211.63","1,214.43","1,217.37","1,210.91","","-0.14%"
"03/08/2013","1,213.38","1,204.76","1,219.22","1,198.12","","0.82%"
"03/07/2013","1,203.53","1,220.39","1,222.36","1,201.55","","-1.13%"
"03/06/2013","1,217.30","1,207.38","1,219.43","1,204.24","","0.84%"
"03/05/2013","1,207.16","1,208.03","1,217.04","1,205.82","","-0.10%"
"03/04/2013","1,208.34","1,211.99","1,217.53","1,204.13","","-0.13%"
"03/01/2013","1,209.88","1,209.59","1,222.53","1,199.24","","0.10%"
"02/28/2013","1,208.62","1,215.97","1,220.40","1,203.80","","-0.49%"
"02/27/2013","1,214.61","1,235.38","1,237.19","1,212.01","","-1.68%"
"02/26/2013","1,235.37","1,218.70","1,240.99","1,208.79","","1.30%"
"02/25/2013","1,219.57","1,196.54","1,222.93","1,192.03","","1.83%"
"02/22/2013","1,197.71","1,195.11","1,201.74","1,188.78","","0.26%"
"02/21/2013","1,194.64","1,176.49","1,199.53","1,171.28","","1.43%"
"02/20/2013","1,177.80","1,198.31","1,202.42","1,173.40","","-1.70%"
"02/19/2013","1,198.14","1,205.89","1,210.82","1,195.56","","-0.62%"
"02/18/2013","1,205.66","1,205.98","1,214.19","1,203.49","","0.17%"
"02/15/2013","1,203.62","1,223.96","1,229.84","1,196.16","","-1.67%"
"02/14/2013","1,224.03","1,221.37","1,238.26","1,220.59","","0.24%"
"02/13/2013","1,221.06","1,227.05","1,229.89","1,217.99","","-0.50%"
"02/12/2013","1,227.21","1,229.45","1,231.36","1,220.91","","-0.23%"
"02/11/2013","1,230.04","1,247.70","1,248.49","1,226.51","","-1.42%"
"02/08/2013","1,247.77","1,247.61","1,251.03","1,242.87","","0.07%"
"02/07/2013","1,246.87","1,240.80","1,258.97","1,234.57","","0.52%"
"02/06/2013","1,240.48","1,231.55","1,243.01","1,229.36","","0.76%"
"02/05/2013","1,231.12","1,238.88","1,247.01","1,228.08","","-0.56%"
"02/04/2013","1,238.10","1,222.18","1,240.62","1,219.99","","1.39%"
"02/01/2013","1,221.13","1,225.22","1,234.74","1,217.22","","-0.27%"
"01/31/2013","1,224.41","1,236.12","1,239.80","1,220.45","","-0.92%"
"01/30/2013","1,235.81","1,233.03","1,241.63","1,227.78","","0.28%"
"01/29/2013","1,232.40","1,229.84","1,239.32","1,229.66","","0.15%"
"01/28/2013","1,230.55","1,232.85","1,236.62","1,228.29","","-0.14%"
"01/25/2013","1,232.25","1,246.72","1,250.60","1,229.44","","-1.18%"
"01/24/2013","1,247.02","1,265.63","1,267.58","1,246.37","","-1.46%"
"01/23/2013","1,265.49","1,270.25","1,273.71","1,264.80","","-0.35%"
"01/22/2013","1,269.88","1,269.47","1,275.42","1,266.38","","0.05%"
"01/21/2013","1,269.29","1,266.32","1,270.29","1,264.42","","0.36%"
"01/18/2013","1,264.76","1,261.46","1,272.37","1,260.35","","0.26%"
"01/17/2013","1,261.46","1,263.93","1,269.29","1,248.87","","-0.17%"
"01/16/2013","1,263.67","1,261.91","1,268.80","1,259.72","","0.18%"
"01/15/2013","1,261.39","1,246.59","1,267.05","1,245.20","","1.24%"
"01/14/2013","1,245.98","1,243.66","1,254.47","1,241.31","","-0.02%"
"01/11/2013","1,246.18","1,263.36","1,263.94","1,238.39","","-1.29%"
"01/10/2013","1,262.42","1,269.11","1,272.95","1,262.01","","-0.48%"
"01/09/2013","1,268.48","1,268.25","1,275.45","1,263.86","","0.08%"
"01/08/2013","1,267.42","1,255.81","1,271.69","1,254.63","","0.91%"
"01/07/2013","1,255.94","1,266.41","1,275.22","1,253.49","","-0.87%"
"01/04/2013","1,266.94","1,274.24","1,277.03","1,250.24","","-0.64%"
"01/03/2013","1,275.13","1,279.40","1,286.34","1,270.29","","-0.24%"
"01/02/2013","1,278.15","1,268.82","1,284.17","1,260.18","","0.71%"
"01/01/2013","1,269.17","1,269.86","1,270.93","1,258.97","","0.09%"
"12/31/2012","1,268.07","1,253.22","1,273.47","1,251.58","","1.30%"
"12/28/2012","1,251.85","1,257.11","1,261.22","1,250.62","","-0.40%"
"12/27/2012","1,256.84","1,255.47","1,260.63","1,245.30","","0.18%"
"12/26/2012","1,254.56","1,258.18","1,262.70","1,252.24","","-0.21%"
"12/25/2012","1,257.23","1,256.57","1,262.79","1,255.94","","0.09%"
"12/24/2012","1,256.15","1,258.24","1,261.82","1,254.18","","-0.01%"
"12/21/2012","1,256.22","1,244.24","1,260.74","1,238.89","","0.97%"
"12/20/2012","1,244.12","1,260.04","1,267.49","1,236.67","","-1.26%"
"12/19/2012","1,260.03","1,262.73","1,267.99","1,252.22","","-0.31%"
"12/18/2012","1,263.89","1,290.08","1,293.80","1,255.96","","-1.99%"
"12/17/2012","1,289.53","1,287.40","1,290.79","1,281.86","","0.13%"
"12/14/2012","1,287.83","1,298.03","1,300.74","1,286.75","","-0.69%"
"12/13/2012","1,296.80","1,309.28","1,309.96","1,292.62","","-0.97%"
"12/12/2012","1,309.53","1,315.11","1,319.85","1,308.08","","-0.38%"
"12/11/2012","1,314.47","1,322.99","1,324.26","1,311.42","","-0.57%"
"12/10/2012","1,322.07","1,322.62","1,328.11","1,318.81","","0.27%"
"12/07/2012","1,318.46","1,310.01","1,322.41","1,307.46","","0.67%"
"12/06/2012","1,309.68","1,296.11","1,313.76","1,289.80","","1.16%"
"12/05/2012","1,294.70","1,296.59","1,305.36","1,289.24","","-0.08%"
"12/04/2012","1,295.78","1,313.97","1,315.46","1,291.63","","-1.41%"
"12/03/2012","1,314.33","1,321.16","1,323.58","1,311.81","","-0.31%"
"11/30/2012","1,318.37","1,329.69","1,332.72","1,314.45","","-0.85%"
"11/29/2012","1,329.72","1,328.87","1,337.12","1,324.75","","0.11%"
"11/28/2012","1,328.24","1,346.30","1,349.63","1,323.76","","-1.34%"
"11/27/2012","1,346.23","1,348.51","1,351.36","1,344.66","","-0.14%"
"11/26/2012","1,348.08","1,352.21","1,352.72","1,346.60","","-0.21%"
"11/23/2012","1,350.88","1,342.30","1,351.92","1,338.57","","0.68%"
"11/22/2012","1,341.70","1,348.08","1,348.72","1,341.93","","-0.43%"
"11/21/2012","1,347.56","1,348.77","1,358.69","1,343.61","","-0.02%"
"11/20/2012","1,347.79","1,351.55","1,356.97","1,345.26","","-0.28%"
"11/19/2012","1,351.62","1,344.39","1,356.60","1,344.19","","0.55%"
"11/16/2012","1,344.22","1,342.41","1,349.84","1,338.79","","0.17%"
"11/15/2012","1,341.97","1,355.57","1,357.83","1,334.93","","-0.90%"
"11/14/2012","1,354.18","1,358.07","1,360.13","1,350.15","","-0.25%"
"11/13/2012","1,357.52","1,360.00","1,363.71","1,354.49","","-0.13%"
"11/12/2012","1,359.23","1,361.69","1,367.89","1,357.75","","-0.19%"
"11/09/2012","1,361.88","1,358.03","1,367.60","1,356.66","","0.25%"
"11/08/2012","1,358.42","1,344.35","1,361.53","1,343.16","","1.06%"
"11/07/2012","1,344.18","1,339.07","1,355.59","1,333.79","","0.40%"
"11/06/2012","1,338.81","1,316.89","1,342.86","1,315.96","","1.71%"
"11/05/2012","1,316.25","1,307.94","1,318.94","1,307.38","","0.71%"
"11/02/2012","1,306.92","1,325.17","1,327.73","1,303.62","","-1.32%"
"11/01/2012","1,324.39","1,327.79","1,333.35","1,322.77","","-0.19%"
"10/31/2012","1,326.90","1,318.90","1,331.05","1,318.26","","0.65%"
"10/30/2012","1,318.28","1,325.21","1,327.14","1,317.38","","-0.44%"
"10/29/2012","1,324.07","1,322.24","1,328.97","1,321.40","","0.21%"
"10/26/2012","1,321.24","1,322.72","1,329.59","1,315.04","","-0.07%"
"10/25/2012","1,322.11","1,312.85","1,325.22","1,311.65","","0.81%"
"10/24/2012","1,311.52","1,316.01","1,323.46","1,311.00","","-0.16%"
"10/23/2012","1,313.67","1,323.21","1,324.63","1,310.74","","-0.73%"
"10/22/2012","1,323.36","1,321.05","1,324.53","1,315.78","","0.25%"
"10/19/2012","1,320.02","1,331.93","1,334.41","1,318.20","","-0.92%"
"10/18/2012","1,332.31","1,334.43","1,336.64","1,325.89","","-0.06%"
"10/17/2012","1,333.15","1,334.61","1,339.33","1,329.37","","-0.20%"
"10/16/2012","1,335.77","1,340.88","1,343.08","1,333.34","","-0.41%"
"10/15/2012","1,341.31","1,353.85","1,355.70","1,336.66","","-0.90%"
"10/12/2012","1,353.52","1,368.09","1,370.02","1,352.77","","-0.93%"
"10/11/2012","1,366.21","1,370.93","1,375.00","1,364.75","","-0.25%"
"10/10/2012","1,369.67","1,369.74","1,374.05","1,364.14","","0.05%"
"10/09/2012","1,369.00","1,368.79","1,374.57","1,366.21","","0.03%"
"10/08/2012","1,368.62","1,367.94","1,370.54","1,359.03","","0.17%"
"10/05/2012","1,366.24","1,376.79","1,380.09","1,361.91","","-0.54%"
"10/04/2012","1,373.59","1,377.39","1,384.21","1,373.32","","-0.30%"
"10/03/2012","1,377.75","1,374.60","1,379.99","1,371.97","","0.32%"
"10/02/2012","1,373.39","1,382.07","1,382.18","1,370.23","","-0.09%"
"10/01/2012","1,374.56","1,379.62","1,386.88","1,369.16","","-0.21%"
"09/28/2012","1,377.41","1,376.67","1,381.63","1,370.87","","0.12%"
"09/27/2012","1,375.79","1,361.09","1,380.56","1,360.49","","1.07%"
"09/26/2012","1,361.28","1,364.43","1,372.42","1,353.05","","-0.18%"
"09/25/2012","1,363.72","1,364.18","1,371.58","1,360.47","","-0.02%"
"09/24/2012","1,363.93","1,374.05","1,374.05","1,357.20","","-0.13%"
"09/21/2012","1,365.73","1,362.44","1,374.55","1,360.32","","0.28%"
"09/20/2012","1,361.86","1,357.84","1,367.81","1,355.30","","0.47%"
"09/19/2012","1,355.46","1,357.84","1,359.40","1,355.51","","-0.16%"
"09/18/2012","1,357.60","1,343.03","1,359.50","1,338.41","","1.14%"
"09/17/2012","1,342.35","1,348.42","1,354.89","1,339.32","","-0.52%"
"09/14/2012","1,349.32","1,360.67","1,366.23","1,344.39","","-0.83%"
"09/13/2012","1,360.59","1,342.20","1,369.04","1,330.84","","1.40%"
"09/12/2012","1,341.76","1,347.95","1,355.46","1,339.87","","-0.37%"
"09/11/2012","1,346.81","1,352.20","1,357.56","1,345.20","","-0.40%"
"09/10/2012","1,352.24","1,355.74","1,360.55","1,351.40","","-0.12%"
"09/07/2012","1,353.84","1,347.10","1,361.27","1,333.05","","0.58%"
"09/06/2012","1,346.04","1,343.90","1,356.45","1,342.54","","0.22%"
"09/05/2012","1,343.10","1,348.74","1,352.52","1,339.84","","-0.38%"
"09/04/2012","1,348.19","1,344.62","1,351.40","1,341.55","","0.38%"
"09/03/2012","1,343.04","1,344.24","1,346.40","1,340.88","","-0.04%"
"08/31/2012","1,343.62","1,324.34","1,346.18","1,309.87","","1.54%"
"08/30/2012","1,323.25","1,321.91","1,327.61","1,319.52","","0.15%"
"08/29/2012","1,321.28","1,326.89","1,330.16","1,319.35","","-0.37%"
"08/28/2012","1,326.19","1,331.44","1,333.05","1,323.54","","-0.35%"
"08/27/2012","1,330.87","1,335.32","1,341.11","1,330.00","","-0.25%"
"08/24/2012","1,334.19","1,331.36","1,336.13","1,325.27","","0.38%"
"08/23/2012","1,329.12","1,313.70","1,331.69","1,313.55","","0.67%"
"08/22/2012","1,320.30","1,313.90","1,323.38","1,310.86","","0.60%"
"08/21/2012","1,312.40","1,312.84","1,316.73","1,307.22","","0.02%"
"08/20/2012","1,312.12","1,309.46","1,314.70","1,306.64","","0.20%"
"08/17/2012","1,309.55","1,306.85","1,314.69","1,304.99","","0.35%"
"08/16/2012","1,304.93","1,304.99","1,309.67","1,300.17","","0.06%"
"08/15/2012","1,304.10","1,297.61","1,307.49","1,290.59","","0.57%"
"08/14/2012","1,296.65","1,305.77","1,315.78","1,292.43","","-0.63%"
"08/13/2012","1,304.84","1,318.51","1,322.55","1,303.50","","-0.96%"
"08/10/2012","1,317.50","1,314.28","1,322.55","1,308.86","","0.29%"
"08/09/2012","1,313.66","1,303.00","1,317.71","1,302.97","","0.77%"
"08/08/2012","1,303.60","1,299.15","1,309.65","1,297.54","","0.29%"
"08/07/2012","1,299.86","1,298.70","1,302.34","1,294.10","","0.06%"
"08/06/2012","1,299.03","1,292.85","1,303.41","1,290.14","","0.44%"
"08/03/2012","1,293.35","1,304.56","1,313.82","1,292.62","","-0.77%"
"08/02/2012","1,303.39","1,307.00","1,313.34","1,296.46","","-0.33%"
"08/01/2012","1,307.72","1,311.83","1,314.82","1,295.10","","-0.30%"
"07/31/2012","1,311.62","1,321.77","1,325.38","1,308.22","","-0.74%"
"07/30/2012","1,321.35","1,318.63","1,326.11","1,316.28","","0.32%"
"07/27/2012","1,317.19","1,315.36","1,326.03","1,306.80","","0.15%"
